id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
144,-20.339138,-0.8490709,5.950898,-1.1992223,-7.6458597,-9.107085,-0.12532985,0.3913516,-5.1886873,2.3266854,-8.407079,7.3249245,-14.786827,-8.794294,-7.8655396,-10.595366,12.118808,-5.876953,3.0572813,20.341824,-0.054124594,-6.0322676,16.055277,-19.056395,9.535921,-2.8735874,-10.539772,-7.337112,-19.315733,8.925625,0.16548157,2.1207485,-0.06703049,14.221942,-0.5267477,-7.844222,-11.190386,-1.3771323,-19.490475,-3.8348958,9.436434,2.619066,2.5995064,-0.95995414,-16.319998,-2.0694392,-5.218104,4.321348,0.87736833,0.42542067,21.211588,-16.749813,-3.3749962,7.855857,2.9328008,9.535149,10.300109,7.676695,-4.71469,1.3904202,13.112723,-16.86396,-16.29671,-10.098599,-13.823232,17.802177,-2.1730134,6.7422237,26.500256,11.135784,8.829156,-10.9539,-11.611508,-12.0847225,12.377956,-0.83699244,20.890362,-0.14740866,3.0490065,-8.499155,1.2014067,6.650898,14.27838,-2.1526544,14.167091,-7.766555,15.950532,18.200771,0.77430964,-13.19733,1.503294,-12.902714,-9.362036,-13.873452,-15.551164,4.3677077,-6.000663,0.954008,-19.284159
147,43.46307,42.308548,-26.45631,57.455055,32.03931,-12.236972,33.14513,9.953507,-8.901838,3.1386948,-0.6503935,43.39657,-36.528408,-44.51648,2.8586335,55.7183,28.063232,-46.457268,-66.7038,-13.595526,-18.245243,91.79341,-41.11023,-4.2984705,-28.74076,34.03843,15.39689,-29.916534,26.792025,35.762314,-22.543823,-23.423508,47.881866,-12.388424,-19.451351,8.313646,63.11342,0.039791584,-2.775739,-6.506548,-12.618084,57.975018,-16.430777,-15.005825,-20.347279,6.268133,-1.8497572,-84.568726,-58.528564,4.4805512,-43.87535,21.525696,1.2975007,-16.544863,-25.666615,8.818092,-41.924706,-32.020817,-8.012505,32.311256,30.48385,12.726337,4.830485,7.798442,18.012955,20.356976,-24.761854,-8.315627,-11.623014,-76.133705,9.538551,28.443855,21.075272,-7.3694954,-44.098297,-3.7102704,-5.1937103,12.795205,-3.9405222,17.899637,-2.7851372,-25.112503,-24.486433,-30.403915,-21.130236,9.956442,-45.619354,-25.795853,-7.7257805,-12.919016,68.784676,-12.155959,49.99574,26.402441,49.10243,-26.260763,-16.528,18.084993,-6.8395066
150,10.37207,-3.795576,-2.6199608,9.471701,-3.6575098,-16.709585,-1.3839281,0.28400582,-5.4425898,-0.21062934,-10.618383,5.384654,-5.876387,-7.1210513,-0.680014,-2.8981414,9.568843,-7.524295,-13.041295,-2.1201916,-1.2573717,7.694788,-5.5974607,3.3899953,2.787271,-2.3605907,-12.089964,-9.14427,8.171031,17.395586,1.4671772,-6.565462,8.043827,1.00353,2.419387,-11.547158,-8.871321,-6.283733,0.8310882,-1.7587054,-4.559433,14.714638,-9.0494,4.131782,-1.4339801,4.1734667,-8.089486,-17.759338,-6.3575296,9.152787,5.2132163,-4.793561,-4.999209,2.710779,4.0938835,4.9150996,0.6446828,-5.447209,6.615492,17.704266,12.098592,-10.376152,-1.104082,-3.4728894,-3.9191651,1.1520946,-7.0805054,0.6179694,3.846014,-7.1992216,9.286476,-15.392968,-1.0973595,-8.795266,-3.1112432,-2.4805458,10.980882,2.9987695,0.21978843,2.787806,-0.64908797,-4.4882684,8.945251,-8.762736,4.845671,7.9821243,-9.004932,-2.7019649,-4.4265566,3.8845646,18.271805,-12.574928,1.8384165,3.336394,-4.943045,2.708037,-4.672472,4.657326,1.4522609
151,-29.109022,15.600339,9.666218,14.514922,6.178752,-4.6467867,13.9102745,4.564036,-3.5173354,16.132118,-6.0404415,25.515715,-26.800516,-32.90581,-7.4414806,5.8122253,23.521484,-8.116699,-17.138496,15.042133,8.586943,7.5170565,14.840055,-13.057152,-5.4360466,20.861362,5.387522,-17.020157,-29.54781,0.7122245,-14.833339,19.813547,9.670839,18.277916,5.638287,-10.821077,0.15541814,2.497716,-34.763885,15.8832855,7.286063,6.1482077,-5.1561127,-15.527604,-32.8512,4.30679,-4.124037,-18.234344,-11.793276,-15.488102,11.975636,-11.174483,1.0033327,-13.529981,-4.366549,1.0822172,0.008135378,-11.111073,-6.9375777,-3.3428621,11.030971,-12.456831,-21.285955,-21.328163,-13.656166,41.889187,-2.9400625,-1.9825754,19.954529,-15.409262,17.427708,-12.8783245,-2.1627994,-14.877817,8.142565,-7.582153,32.29896,-6.8896527,7.902134,-10.285401,13.193991,7.1284375,12.449036,-9.868499,11.971166,-18.697302,-1.8458166,15.281629,-8.176466,-24.774328,10.44394,-21.185759,-3.7880533,-24.708618,5.4959154,-3.8893743,-7.1482677,14.486347,-40.33657
154,-30.351116,13.372656,0.25493318,17.040974,5.9877167,-11.316572,15.043971,9.723001,-1.1219203,12.494159,-4.6447496,44.869396,-22.602003,-14.455114,4.694291,0.7278534,35.06653,2.7211761,-9.784044,22.897392,14.924157,7.5840664,19.111885,-17.743593,-18.638395,29.92408,15.253349,-12.368759,-33.791294,-18.766922,-23.55888,14.804323,8.928595,9.061483,-3.8366053,-17.22892,1.307809,-14.671233,-45.481384,2.520634,-8.766155,10.082268,-7.2811832,-10.753099,-27.160295,-0.005485326,-3.978008,-8.392437,3.1502085,-5.45473,12.873922,-20.663176,-1.78266,-9.651679,-12.284353,-9.635683,3.7975183,-3.1680532,2.9740098,-11.061091,13.888836,-22.02779,-14.383039,-21.965881,-22.492392,35.848705,2.6734622,-5.7795634,19.804646,-23.820553,11.6818905,-16.855547,-15.426239,-10.399784,4.265757,-3.6442754,25.321754,3.814423,8.128867,-14.844003,12.117425,6.861603,8.653318,-7.0612726,-1.2034826,-24.185465,5.4458766,7.717619,-6.417073,-9.30443,0.5474304,-9.705498,-1.714965,-25.569836,2.338727,14.163179,-15.418228,22.925566,-33.244564
156,-16.099121,6.439677,3.9895906,-7.5704637,-5.4323535,-2.5533087,2.3105695,-7.755139,-2.4915338,4.9889812,-3.2030637,17.087074,-16.524567,13.345346,11.086763,-25.484997,1.277186,20.685596,-13.181137,-10.756948,21.700119,-20.909838,14.330328,13.7903385,0.6891768,0.90892947,8.415464,-14.355494,-26.921406,-21.157774,3.2032409,24.083624,-9.918155,3.4418018,7.2524424,-4.1108418,-12.302049,-18.436075,-18.521875,-1.7157907,-1.1040423,-8.909237,-6.399045,20.39431,17.896927,7.315587,5.921872,-0.14020857,31.079672,-15.8304405,14.988813,-21.566462,0.80090934,10.899437,-6.544165,-21.205524,-0.8983135,-7.5933933,15.981284,-5.0450587,-3.0161319,-22.049553,-7.952918,-0.83649945,-31.691082,-5.700583,2.148124,-26.78715,-7.555951,-4.872781,-24.242455,-14.396747,-32.889904,-20.599674,18.194157,1.223316,0.5146135,-24.685404,21.818727,2.000048,12.367341,6.539757,18.469267,-4.6630063,0.16232973,8.895399,-1.1262702,-25.180025,-31.903559,-18.092094,-36.02649,-0.051100656,-2.2565556,11.042622,-10.324083,14.640272,-11.201635,0.005360782,-9.952634
157,-4.786409,15.416792,24.42722,12.335138,29.30925,51.569668,35.760128,8.227971,10.648972,27.96837,-1.6204853,10.683111,-25.98795,-7.363362,-6.2863293,-9.763341,5.884618,26.600864,-14.828328,-12.320673,11.169542,-8.969509,11.542645,5.744118,1.6973885,4.3550515,20.628038,-15.980459,-0.019175291,-15.121319,7.1749387,0.46366084,-29.720936,1.4639819,-3.2869482,33.26375,4.3889017,1.9500346,1.5427054,5.752298,2.6309118,-6.1627665,3.8972058,3.8253698,7.5178404,-6.7860975,23.844776,-9.068205,-0.26221424,-31.053581,11.554449,-4.3305583,-18.896536,-8.860751,-7.546404,-0.96130097,-37.168026,-17.744545,-8.617773,-8.647495,-15.759529,8.238987,-18.078548,-1.434102,-35.767754,-4.896763,11.940026,-17.146084,-8.977762,-16.362305,-14.230809,26.762705,-21.61565,-13.496407,2.944283,-19.044542,-6.826157,-17.221817,10.780381,-13.526558,-2.8688822,5.6176186,-21.956787,8.834745,2.7834961,15.738314,-9.6065645,-22.052467,-20.42192,-18.992266,-24.250555,-11.287927,1.6100787,-0.06827295,8.421683,-12.072056,6.5969567,4.7518578,-0.35678023
158,9.203666,-3.8613083,-3.4447472,-7.7363176,-7.250514,3.3461862,2.6364539,-1.8492284,-1.0012379,-9.235725,-10.415646,14.73639,-7.2394876,39.000393,8.748945,-33.822617,19.580793,15.45457,-1.6791756,8.314222,4.037325,-12.836843,9.767109,4.218254,2.725932,-16.28659,-4.3893332,-4.1573744,-9.267517,-13.021503,13.554869,-11.783904,-6.7355633,-7.5618773,-13.675034,-7.5399294,-7.23619,-7.078128,4.5931244,-18.889317,-10.131113,-5.743769,-0.15839787,27.776844,21.466572,-10.30173,-3.2326162,12.610224,28.953691,7.2207184,13.918411,-26.619427,-12.654685,23.813868,4.168071,-9.344689,2.2910717,11.394839,7.939808,-2.920271,7.5357094,-19.95395,-4.1873703,1.5739034,-27.875294,-16.886541,7.903786,-2.2520466,-5.439785,-6.383505,-26.719904,-1.0110852,-31.364082,-11.760582,12.5979805,-3.5330582,-13.877457,4.2527823,11.759985,-8.186575,-9.439737,1.3424572,-6.5005984,-0.020262063,5.1934547,19.525047,10.546619,-24.802814,-13.823818,0.761542,-20.077345,2.147022,-3.5029252,4.9643736,-12.151715,19.909103,-13.846121,10.889348,20.114182
159,-9.093056,25.383064,8.712533,22.829563,52.6345,17.825861,31.945297,19.790197,17.700102,42.46738,12.814156,15.792724,-13.407685,-12.239952,5.682211,7.1287336,5.686617,20.167887,-2.540296,-15.236481,12.494661,-2.2601428,-8.323848,-15.652447,-16.735611,14.01642,13.962255,-32.055275,-0.44638163,-21.44596,-7.856332,2.016549,-23.56195,-8.020283,-9.765936,23.584246,-0.16718851,-23.284025,-25.092102,-6.4335175,-21.9655,2.8665795,-3.0693169,-12.058081,2.2476978,5.8798475,29.094433,-6.948922,-3.8185506,-15.364941,1.43396,2.4415433,-12.872199,-19.743887,-6.635129,-5.304761,-15.729511,-24.6847,1.7354028,6.1866994,-19.55028,7.103088,-17.949099,10.926235,-26.48057,0.37540054,1.8373271,-27.413456,-0.39259702,-2.8004105,-13.602039,23.710299,-7.5490036,1.6306615,-10.2425585,-15.137456,5.99666,-19.06881,7.034707,5.1297655,19.50991,-6.064882,-8.820768,17.492308,0.6390617,2.0880947,-1.2696371,-16.984234,-4.7901735,1.6745973,-13.046982,-7.1560507,8.389563,-7.5081663,16.327938,-21.284653,3.6834557,-15.408124,-14.805737
161,-6.3786807,-4.9391623,2.072834,-4.2909403,-7.235096,-1.8781981,-0.36932784,-3.2471476,-0.88161874,-3.592331,-9.66721,-3.5732813,-11.069236,-4.628042,-11.460672,-16.224665,11.522004,-9.294823,4.904732,19.96087,-12.014727,-7.260841,7.3813453,-14.083811,17.716156,-15.473749,-15.527277,-5.677569,-12.378151,13.335175,6.7634177,-11.791612,-1.5073403,2.2153707,-5.312847,-3.224266,-6.639161,14.798601,-0.98614013,-8.07581,9.9437275,-4.116732,3.3161545,5.825182,-11.682403,-7.068219,-5.3727093,8.100363,-1.6045632,2.2949848,10.621044,-13.03602,-8.659763,15.139074,18.67825,16.870436,11.243544,9.627928,-11.111265,7.960499,9.82524,-7.688709,-17.777319,-0.46569082,-8.365551,6.6718965,-1.979676,17.016972,19.24421,11.024603,2.4057326,1.2059953,-6.9424286,-8.333254,14.980026,-2.0233812,12.300493,5.69678,6.6725907,-10.551771,-5.296959,3.94238,4.5070095,-1.4338762,26.190853,4.5460353,16.901276,15.618769,-2.1442394,-15.061004,7.023342,-14.254254,-7.5758643,-6.5256977,-12.379565,-5.403225,-1.4655428,-5.655342,-8.4119005
162,-11.216969,-10.903868,0.61373746,-7.657546,-6.3255396,-4.5469303,-2.5759606,-1.9814177,-4.6563993,-5.5743675,-4.5310936,-11.216826,-3.1477475,3.970326,-6.2984715,-1.139754,0.23012093,-2.484253,12.321612,7.552643,-18.097355,-5.0918136,13.370549,-9.863572,5.093911,-10.400048,-13.547602,3.780495,5.14649,23.833208,11.9003,-10.892217,-3.8685265,-9.557187,-4.6372905,-0.7377248,-5.2003894,12.163575,6.9696984,1.7685072,0.25921416,-9.354733,4.6289496,12.534166,0.9799696,-7.510388,-6.4120984,11.019658,-9.7009535,17.673258,-0.6915083,-7.4427743,-8.083771,-1.9770842,14.538265,10.120471,20.00132,35.700645,-6.783808,6.558001,-5.078695,-6.757391,-1.484768,1.2386321,-3.918697,-3.594105,5.7922835,27.185598,16.962645,21.618448,7.5051374,-2.22509,11.387667,-4.620861,-7.3965197,-7.68004,1.1805794,25.64569,1.5441862,-4.543631,-6.0503387,0.24694934,8.0327425,-6.0887184,12.661938,-6.309693,19.550787,14.163532,33.705368,8.04151,13.672668,-5.577756,-6.085063,-8.666805,-10.607903,-3.520403,-0.5332159,-2.7463658,-6.9080067
170,-2.9215498,-10.686543,8.778017,-0.1889894,-5.207723,-8.308593,1.3782673,1.3449761,-4.4108887,-2.0706167,-10.870269,-11.37298,-8.146125,-14.858323,-16.899605,7.8214397,1.377921,-19.22189,0.50076216,7.6818075,-22.493126,4.137786,2.9306874,-12.138496,14.639544,-9.901269,-23.122072,-0.5195054,21.01918,40.21898,8.519686,-14.302193,7.190323,2.8664,-3.15278,-0.93697786,-7.128096,16.338337,13.034845,2.3892944,5.903158,4.9197197,5.9385924,-5.446376,-17.240627,-3.935807,-9.138973,-5.9628415,-20.636368,11.912397,3.3427935,-4.213437,-10.723828,-0.90993243,15.417761,22.939003,10.532555,10.379921,-18.829382,17.834257,4.750328,1.237576,-12.970924,3.259664,3.4290555,7.2235756,-1.8652389,25.97946,21.042559,10.910305,27.383308,-0.7022353,20.231916,-7.7823787,-4.6550503,-6.5752983,17.400497,19.223854,2.7127488,-5.920269,-1.383395,0.6865829,16.079077,-6.7579193,23.19939,-0.30079135,5.9190426,26.689034,22.145222,1.0959797,31.479696,-19.579048,-7.480736,-10.293062,-16.416351,-13.720702,2.2899318,-5.492088,-5.4705443
172,7.5668745,20.152931,16.905483,35.40862,21.560005,8.540245,36.426636,46.734077,28.443981,29.17171,0.5026845,24.335514,3.6628702,3.562151,3.7368624,5.4581957,10.054211,14.2856045,-18.65028,-10.210421,2.602136,-1.4988146,-16.270224,-17.541546,-13.4979515,-7.4501905,0.19873577,-25.866032,26.141556,-0.041175365,-12.953809,-15.894916,-18.519361,-17.87594,-33.29878,28.428375,-6.7712164,-28.750618,-16.758604,-24.828537,-33.047245,18.233934,-3.1780798,-4.446237,0.007959649,5.2622356,21.115688,-18.590809,-0.15806298,18.950565,-2.5210125,-3.6230555,-29.458683,4.2735596,5.7572813,6.143667,-30.009792,-22.799698,-10.0934,18.170235,6.236485,9.870162,-13.262378,15.632358,-25.916586,-8.155371,2.1587076,-24.34581,-16.498087,-11.921949,-24.542355,28.169579,-12.311949,15.32333,-10.300929,-27.238132,-5.693173,1.5054238,2.6282918,-3.6432104,18.600842,-29.97363,-22.907265,24.292301,-3.3664663,16.17382,7.3811436,-27.835772,3.3623908,9.303737,14.847182,-8.143709,8.267467,11.292902,9.512642,-17.33233,0.4883064,-1.1692811,7.716331
174,-36.58,16.9237,4.6908565,9.653107,2.314386,-7.9358225,13.08632,2.0471787,-2.7766643,11.819316,0.67457604,23.419243,-27.917599,-18.518711,-0.26730037,5.275015,5.624767,6.509861,-26.317493,0.4056449,24.066648,-2.1918492,21.338446,-0.004381418,-14.912879,31.74058,16.449137,-19.5516,-34.08867,-3.6924837,-0.9325589,38.261032,4.655281,18.817072,10.949067,-14.993791,-1.9768205,-9.229174,-38.245808,20.213612,-0.2415968,-1.7748038,-8.754502,-6.106145,-15.611187,14.2033825,6.663385,-26.125137,-4.25558,-21.878836,16.605186,-13.094328,7.0992537,-9.289494,-14.017187,-17.470367,-1.1439735,-2.0687757,5.9297094,-10.728798,6.416678,-19.548557,-12.370821,-20.870647,-23.273157,26.627665,-2.6766512,-14.823301,21.989862,-7.5438375,-6.315843,-21.615793,-16.880205,-18.194935,0.9454781,-4.691031,21.070274,-22.440207,14.733738,-2.400484,16.33211,11.474941,16.6255,-12.733622,-10.334964,-15.331774,2.0727127,-5.6333055,-5.6657434,-28.39989,-5.5795507,-16.925514,0.6787687,-21.249378,8.006845,-5.8955545,-10.688707,14.23795,-40.427967
176,14.9136505,-11.537198,-1.5668677,-7.0862556,-9.0418415,-2.9700515,-5.8508863,-4.4564023,-8.056238,-8.696884,-10.946916,1.1117895,-3.6780853,23.60043,0.4071858,-29.630655,14.28521,3.4875078,1.5896485,4.0484843,-7.601223,-7.099942,0.9310314,-1.1381752,4.670592,-22.770256,-14.355407,-1.9448195,6.2226567,3.1444237,13.491139,-19.329903,-0.2388876,-10.199069,-11.38858,-7.9965687,-8.911018,-2.684917,19.412788,-14.902433,-10.619152,-2.8884315,6.0228195,23.640486,10.382019,-11.606337,-5.7793994,18.488394,20.895607,12.470297,15.069637,-18.044323,-10.291605,23.601269,11.732931,6.007426,6.9423995,5.9783316,2.1120949,5.5906196,3.4090767,-11.2542095,-6.7507286,5.512287,-12.046236,-13.581564,5.0531945,4.4047527,-2.9216373,6.1037173,-7.367581,1.4067166,-20.32549,-7.451243,4.6217556,0.72562367,-11.634547,5.8204403,11.592226,-5.796319,-11.294845,5.7741604,0.745724,2.1312761,13.292512,15.086066,4.1211267,-10.425259,-11.063687,9.263103,-8.860219,-2.9002602,-6.4480963,3.0777493,-15.103995,15.724466,-8.285336,-1.8677312,32.7688
177,20.77696,41.679142,-33.969643,60.28916,23.562737,-11.554894,31.521488,18.717276,12.955205,9.543924,24.259354,24.943089,-20.122103,-19.771898,16.939257,36.771908,15.204812,-33.347416,-57.56047,-14.538607,-10.697122,59.579235,-43.772034,-4.4159975,-35.155743,24.039679,25.414158,-31.076033,14.587739,11.823511,-15.171753,-13.621185,33.93541,-14.766758,-32.12614,16.499592,43.589703,-17.133234,-22.422562,-20.633541,-30.752457,29.805271,-12.874184,-15.142182,-1.9012635,24.73787,11.573032,-63.887306,-40.338673,3.6869767,-31.806686,11.526947,-6.9360385,-3.7623694,-10.575927,-7.3812284,-31.052895,-26.275707,-6.0462437,29.687748,12.235097,14.429438,-2.7921886,19.415417,10.784363,7.8308735,-29.668547,-21.056808,-2.0611298,-50.458202,-26.156136,41.963154,2.6363256,10.945429,-34.972317,-4.876912,-9.394491,-9.536644,4.347355,21.784708,11.915637,-33.116722,-23.722267,-7.4194818,-19.312805,10.675689,-11.951555,-38.788956,-2.140273,-8.498889,45.77175,-9.75299,74.5486,14.081324,36.11828,-34.101128,-18.119953,6.8008194,-16.338722
180,2.5999775,-6.1807823,-0.41418517,-4.1130047,-7.2984753,-3.381783,0.9247329,-0.6851916,0.44724202,-5.826277,-8.77072,-1.0238843,-8.419203,5.171249,-7.5909557,-14.469825,11.119126,-6.976639,4.4724975,14.621378,-15.557405,-5.6430163,1.965698,-15.064668,11.509567,-19.75282,-16.422817,-4.56382,1.9656664,13.124075,8.891613,-16.863262,-0.5045198,-6.38479,-10.574533,-1.3160357,-5.394371,8.173215,7.5623684,-16.683437,-1.330261,-3.1335459,6.6566434,2.6891425,-6.6718297,-8.806195,-5.6116505,11.629363,4.360728,10.946448,6.0695367,-13.653346,-10.918247,20.782537,13.951202,11.989305,10.762405,9.812892,-9.966398,12.262259,5.6534986,-6.8821955,-15.4804125,7.6874785,-6.4317393,-1.6052225,-1.4090515,15.248686,11.891844,10.269091,0.5334512,5.2931137,-5.659517,-5.1497946,10.500097,-2.7100077,9.369743,10.705865,11.363142,-9.758759,-2.9858813,1.0307826,5.8477035,1.1781504,25.232096,8.841368,18.252707,8.267205,1.0327119,-3.006757,9.301372,-10.685271,-5.9140916,-0.6011965,-12.659845,-6.5483923,-4.5324516,-9.580467,6.4997487
181,-24.738827,9.028847,1.5617921,6.814782,0.24550286,-1.5840561,15.758194,-3.2632282,-1.2415118,6.4290643,-5.098676,14.957197,-23.75939,-7.924102,1.0472097,5.1728926,6.253181,6.9838595,-36.75384,-7.8831286,20.391645,-5.48084,19.116095,23.649591,-9.779434,33.991806,16.371664,-14.758726,-26.79421,-0.3829385,9.628043,32.392853,9.103222,15.748942,11.583401,-15.222349,-1.2037245,7.134124,-19.460764,24.320406,4.1907973,-4.5110245,-12.297098,3.3086517,-1.228323,15.421677,5.5308533,-35.435513,-9.132675,-32.223545,6.01519,-13.83139,-2.0843456,-13.518463,-6.140484,-27.03606,-4.3977942,1.0536834,0.5323814,-5.1629925,6.510157,-14.676536,-6.986991,-14.43199,-26.430103,16.846743,0.08567649,-8.172492,13.3773155,-26.524496,-5.4611063,-17.826752,-9.797649,-24.868784,1.3601222,-9.463616,10.257271,-15.982487,14.784418,-2.2796428,11.226611,3.9786286,11.804264,-20.314465,-5.3065224,-7.569873,-11.516742,-11.707738,-14.839808,-32.167625,-7.120625,-17.010317,4.6129375,-15.696695,7.832214,-6.5376663,-7.7223067,26.585478,-32.761333
182,-20.091805,24.98761,-30.173168,19.721497,15.595649,-8.287742,-1.2873636,21.52411,39.555,21.57921,60.32254,-5.785101,15.077818,2.7014294,26.010914,-1.3190876,-30.159153,14.274439,-13.752188,-35.85249,19.328033,-15.349565,-6.1032467,-1.5641325,-19.82817,13.68862,25.656292,-20.035736,-6.5063167,-25.152876,-0.8107797,13.03076,-19.767097,-14.265881,-8.42086,8.562192,-0.6133553,-28.191395,-20.944641,-8.668927,-29.465881,-19.524479,-20.990538,-7.4989476,14.244543,27.686092,41.909817,-8.052102,1.8770721,-21.487843,-7.9668355,26.372849,4.777337,-3.875598,7.0765467,-28.15446,-2.0086143,-16.374054,5.0385957,1.9330444,-34.373997,13.081203,12.338891,28.908903,7.8761353,-21.141026,-23.13124,-40.545647,-8.682283,8.857817,-39.408493,10.244859,-20.280703,13.209362,-11.81758,3.9706273,-1.8120126,-37.97221,16.879414,29.152128,25.123215,-31.82702,-14.090715,8.874636,-17.942675,0.099714756,-1.2889968,-41.938457,-11.322593,-3.6863003,-38.692368,28.973219,19.514997,5.1328235,12.82516,-17.845058,3.8944156,-32.633244,-14.714834
184,-9.43411,-14.321123,19.74561,1.2359586,-7.3540325,6.8604503,-10.134575,-0.68778306,1.2896737,9.515611,-6.0039544,-15.810873,0.88692117,-21.886799,-12.03834,-3.852392,-16.628128,-5.9192414,8.5101795,-16.593494,-19.974934,-9.359748,1.9423077,1.9867916,19.737345,-3.202956,8.919468,16.977432,-6.6383286,-12.2465315,-11.59462,-1.3476746,-0.6603218,-13.579636,3.8471618,5.1735535,-7.166383,2.3872125,10.062234,6.8190928,4.2661114,-8.065668,35.389355,5.599029,-2.5407667,0.4935463,8.018574,-1.5373719,2.3494127,-30.698664,-12.819987,8.483971,-0.24800396,-19.21629,30.593416,-3.2921476,-15.195009,-20.669624,-7.906894,18.803902,-28.161646,45.41677,0.6010595,22.265501,18.58361,-7.5979204,26.604683,-5.273107,-15.079648,-2.9047341,24.39109,26.98845,2.8314872,26.323654,-0.5795118,21.105083,8.666666,-3.9540143,3.4629292,-14.333313,23.207682,5.2108245,6.612556,17.285381,0.24961099,-5.6549344,-20.240118,9.635702,-11.288672,-6.9847174,-30.445189,-6.5552845,-9.030004,-2.8150234,-16.57554,-10.441413,24.0909,-17.814272,6.64823
185,-16.990498,0.46931127,8.699532,-7.735852,-7.7751946,1.8529853,1.4365462,-4.0382247,-3.0819669,0.8026252,-6.739824,8.11923,-14.318372,9.762913,1.2363806,-19.330801,2.4862673,12.581955,-7.7848477,-1.1666496,12.846519,-16.078287,16.870298,11.883933,5.996648,-1.4176059,2.7076058,-4.52862,-25.40907,-7.6294026,6.6961055,15.643088,-5.0981045,9.003759,2.0121129,-7.423411,-10.747872,-2.4863663,-12.96361,10.430199,7.5161242,-9.531242,-3.2981718,21.586075,10.951235,0.6214395,-0.81284547,-6.885444,12.15632,-8.312993,14.694473,-20.25955,-4.7896523,0.1467902,4.800437,-9.4752655,0.8944909,5.619278,8.221713,-6.0564427,3.9094892,-17.762264,-4.730963,-10.928331,-26.293518,0.86987925,7.7899923,-7.5295544,3.0346003,-0.27595878,-14.199411,-13.00681,-19.931316,-15.827112,17.072226,-3.1873972,-2.0098054,-7.0946407,7.2988815,-5.9331703,0.27432024,8.336942,8.550201,-7.715795,0.21384883,3.0030916,3.3997655,-11.226066,-9.162449,-17.122202,-17.561079,-5.632768,-4.0078163,-5.572865,-9.676583,14.377896,-7.6429386,17.328827,-14.486869
187,-29.819082,8.843112,1.3285433,4.9893684,-1.6258676,-1.5680072,6.386423,0.7770391,0.815655,10.573623,-4.232181,15.07078,-23.030048,-17.058187,-3.1081274,-10.278049,14.338282,0.8662993,-7.791272,18.563417,14.655453,-7.306108,13.675544,-10.011506,-2.7753909,12.565095,10.407711,-12.911878,-38.811695,-12.975064,-9.574643,19.52545,2.5047987,16.061346,2.1100054,-14.025975,-2.4491463,-1.262089,-33.899296,9.211982,3.7351134,0.1339302,-5.1767516,-5.2506247,-22.745836,2.8915231,1.0988252,-5.9719567,-0.6212932,-15.167821,17.31199,-19.20541,-0.21861327,-4.9315767,4.9548545,-0.5269455,9.346196,-4.155178,0.20586962,-7.257155,14.093064,-17.905735,-18.577602,-16.118141,-19.47874,28.357561,-2.5415263,-2.8680053,20.743713,-6.1785326,2.9672298,-14.471655,-15.331539,-13.353313,19.268082,-1.3967396,24.509735,-11.252836,11.446691,-10.563178,6.160521,10.455734,6.6899576,-5.1359105,5.683883,-12.096621,8.878005,8.495899,-11.016555,-23.470379,-5.2158747,-14.31787,-2.371851,-22.736746,1.5256188,2.7922235,-7.5391917,11.924065,-34.292675
